0,1,2
"{'label': 'Negative', 'score': 0.9998915195465088}","{'label': 'Neutral', 'score': 0.00010694845695979893}","{'label': 'Positive', 'score': 1.5293165915863938e-06}"
"{'label': 'Neutral', 'score': 0.8908132314682007}","{'label': 'Positive', 'score': 0.10301796346902847}","{'label': 'Negative', 'score': 0.006168870255351067}"
"{'label': 'Neutral', 'score': 0.755842924118042}","{'label': 'Negative', 'score': 0.244003564119339}","{'label': 'Positive', 'score': 0.00015344131679739803}"
"{'label': 'Positive', 'score': 0.9882863163948059}","{'label': 'Neutral', 'score': 0.008852171711623669}","{'label': 'Negative', 'score': 0.0028614115435630083}"
"{'label': 'Positive', 'score': 0.9968461394309998}","{'label': 'Neutral', 'score': 0.0021777241490781307}","{'label': 'Negative', 'score': 0.0009760538814589381}"
"{'label': 'Positive', 'score': 0.8952435851097107}","{'label': 'Neutral', 'score': 0.07276549190282822}","{'label': 'Negative', 'score': 0.03199087828397751}"
"{'label': 'Positive', 'score': 0.9015601873397827}","{'label': 'Neutral', 'score': 0.0836649239063263}","{'label': 'Negative', 'score': 0.014774893410503864}"
"{'label': 'Positive', 'score': 0.9968461394309998}","{'label': 'Neutral', 'score': 0.0021777241490781307}","{'label': 'Negative', 'score': 0.0009760538814589381}"
"{'label': 'Negative', 'score': 0.9998352527618408}","{'label': 'Neutral', 'score': 0.00016326431068591774}","{'label': 'Positive', 'score': 1.5084423239386524e-06}"
"{'label': 'Negative', 'score': 0.9995465874671936}","{'label': 'Neutral', 'score': 0.0004512685991358012}","{'label': 'Positive', 'score': 2.1633566120726755e-06}"
"{'label': 'Negative', 'score': 0.9997760653495789}","{'label': 'Neutral', 'score': 0.000221904760110192}","{'label': 'Positive', 'score': 2.0567881620081607e-06}"
"{'label': 'Negative', 'score': 0.9997760653495789}","{'label': 'Neutral', 'score': 0.000221904760110192}","{'label': 'Positive', 'score': 2.0567881620081607e-06}"
"{'label': 'Positive', 'score': 0.9040282964706421}","{'label': 'Neutral', 'score': 0.08101819455623627}","{'label': 'Negative', 'score': 0.01495349034667015}"
"{'label': 'Neutral', 'score': 0.9937638640403748}","{'label': 'Negative', 'score': 0.0062357643619179726}","{'label': 'Positive', 'score': 4.097512373846257e-07}"
"{'label': 'Positive', 'score': 0.9998824596405029}","{'label': 'Neutral', 'score': 0.00011198130232514814}","{'label': 'Negative', 'score': 5.579241133091273e-06}"
"{'label': 'Neutral', 'score': 0.6912550926208496}","{'label': 'Negative', 'score': 0.30848458409309387}","{'label': 'Positive', 'score': 0.00026029461878351867}"
"{'label': 'Positive', 'score': 0.9910557270050049}","{'label': 'Neutral', 'score': 0.006840765941888094}","{'label': 'Negative', 'score': 0.00210349028930068}"
"{'label': 'Positive', 'score': 0.9834324717521667}","{'label': 'Neutral', 'score': 0.01656315103173256}","{'label': 'Negative', 'score': 4.482864369492745e-06}"
"{'label': 'Positive', 'score': 0.9999139308929443}","{'label': 'Neutral', 'score': 8.498833631165326e-05}","{'label': 'Negative', 'score': 1.119863100029761e-06}"
"{'label': 'Positive', 'score': 0.9963186979293823}","{'label': 'Neutral', 'score': 0.0036466887686401606}","{'label': 'Negative', 'score': 3.459705476416275e-05}"
"{'label': 'Neutral', 'score': 0.9999951124191284}","{'label': 'Positive', 'score': 4.009868007415207e-06}","{'label': 'Negative', 'score': 8.112335763144074e-07}"
"{'label': 'Positive', 'score': 0.9999992847442627}","{'label': 'Neutral', 'score': 6.188550969454809e-07}","{'label': 'Negative', 'score': 1.691947488779988e-07}"
"{'label': 'Neutral', 'score': 0.9951375126838684}","{'label': 'Negative', 'score': 0.004759074188768864}","{'label': 'Positive', 'score': 0.00010341418237658218}"
"{'label': 'Neutral', 'score': 0.9959753155708313}","{'label': 'Positive', 'score': 0.00392193254083395}","{'label': 'Negative', 'score': 0.0001028670376399532}"
"{'label': 'Positive', 'score': 0.9999996423721313}","{'label': 'Neutral', 'score': 2.511341961053404e-07}","{'label': 'Negative', 'score': 1.1678512379376116e-07}"
"{'label': 'Neutral', 'score': 0.9980255365371704}","{'label': 'Positive', 'score': 0.0019300252897664905}","{'label': 'Negative', 'score': 4.444674414116889e-05}"
"{'label': 'Neutral', 'score': 0.79400235414505}","{'label': 'Positive', 'score': 0.205444797873497}","{'label': 'Negative', 'score': 0.0005528515321202576}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.0137379258832198e-09}","{'label': 'Negative', 'score': 1.5138742481823897e-09}"
"{'label': 'Neutral', 'score': 0.9999867677688599}","{'label': 'Negative', 'score': 1.2766814506903756e-05}","{'label': 'Positive', 'score': 5.000131295673782e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 4.7257390889399176e-08}","{'label': 'Negative', 'score': 1.1507994557291568e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 7.634634258124606e-09}","{'label': 'Neutral', 'score': 1.0065706046447076e-09}"
"{'label': 'Neutral', 'score': 0.999991774559021}","{'label': 'Positive', 'score': 4.317239472584333e-06}","{'label': 'Negative', 'score': 3.879260020767106e-06}"
"{'label': 'Positive', 'score': 0.9999943971633911}","{'label': 'Neutral', 'score': 3.938315785489976e-06}","{'label': 'Negative', 'score': 1.6135617215695675e-06}"
"{'label': 'Neutral', 'score': 0.9998397827148438}","{'label': 'Negative', 'score': 0.00015986812650226057}","{'label': 'Positive', 'score': 3.7132485886104405e-07}"
"{'label': 'Neutral', 'score': 0.999900221824646}","{'label': 'Negative', 'score': 7.77462191763334e-05}","{'label': 'Positive', 'score': 2.2098100089351647e-05}"
"{'label': 'Neutral', 'score': 0.9999833106994629}","{'label': 'Negative', 'score': 1.2258016795385629e-05}","{'label': 'Positive', 'score': 4.399641056807013e-06}"
"{'label': 'Neutral', 'score': 0.9999809265136719}","{'label': 'Negative', 'score': 1.6838826923049055e-05}","{'label': 'Positive', 'score': 2.231057806056924e-06}"
"{'label': 'Neutral', 'score': 0.9416199922561646}","{'label': 'Positive', 'score': 0.057731710374355316}","{'label': 'Negative', 'score': 0.0006483473698608577}"
"{'label': 'Neutral', 'score': 0.9999983310699463}","{'label': 'Negative', 'score': 1.5976467011569184e-06}","{'label': 'Positive', 'score': 7.584464611909425e-08}"
"{'label': 'Positive', 'score': 0.9943680167198181}","{'label': 'Neutral', 'score': 0.005401394329965115}","{'label': 'Negative', 'score': 0.0002305899397470057}"
"{'label': 'Positive', 'score': 0.9931774139404297}","{'label': 'Neutral', 'score': 0.006587969604879618}","{'label': 'Negative', 'score': 0.0002345295943086967}"
"{'label': 'Neutral', 'score': 0.9770439267158508}","{'label': 'Negative', 'score': 0.022954057902097702}","{'label': 'Positive', 'score': 1.927949369928683e-06}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Neutral', 'score': 1.6243541267613182e-07}","{'label': 'Negative', 'score': 8.2343625251724e-08}"
"{'label': 'Neutral', 'score': 0.9999369382858276}","{'label': 'Negative', 'score': 5.3177955123828724e-05}","{'label': 'Positive', 'score': 9.87419844022952e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.006578319642017e-09}","{'label': 'Neutral', 'score': 2.0265991107493164e-09}"
"{'label': 'Positive', 'score': 0.9992419481277466}","{'label': 'Neutral', 'score': 0.0007540778024122119}","{'label': 'Negative', 'score': 3.99555710828281e-06}"
"{'label': 'Positive', 'score': 0.6320244669914246}","{'label': 'Neutral', 'score': 0.3678395450115204}","{'label': 'Negative', 'score': 0.0001359814195893705}"
"{'label': 'Positive', 'score': 0.9994120597839355}","{'label': 'Neutral', 'score': 0.0005867625004611909}","{'label': 'Negative', 'score': 1.191528326671687e-06}"
"{'label': 'Positive', 'score': 0.9999959468841553}","{'label': 'Neutral', 'score': 2.6357513434049906e-06}","{'label': 'Negative', 'score': 1.4336276308313245e-06}"
"{'label': 'Positive', 'score': 0.9980029463768005}","{'label': 'Neutral', 'score': 0.0019930144771933556}","{'label': 'Negative', 'score': 4.065423581778305e-06}"
"{'label': 'Negative', 'score': 0.9505780339241028}","{'label': 'Positive', 'score': 0.048991166055202484}","{'label': 'Neutral', 'score': 0.00043075010762549937}"
"{'label': 'Positive', 'score': 0.5065284371376038}","{'label': 'Neutral', 'score': 0.49242594838142395}","{'label': 'Negative', 'score': 0.0010455724550411105}"
"{'label': 'Neutral', 'score': 0.6948569416999817}","{'label': 'Negative', 'score': 0.26009106636047363}","{'label': 'Positive', 'score': 0.04505198448896408}"
"{'label': 'Negative', 'score': 0.9150165319442749}","{'label': 'Neutral', 'score': 0.08117516338825226}","{'label': 'Positive', 'score': 0.0038083239924162626}"
"{'label': 'Positive', 'score': 0.9999786615371704}","{'label': 'Neutral', 'score': 2.02828086912632e-05}","{'label': 'Negative', 'score': 1.0832936823135242e-06}"
"{'label': 'Neutral', 'score': 0.999970555305481}","{'label': 'Positive', 'score': 2.7666750611388125e-05}","{'label': 'Negative', 'score': 1.8409940594210639e-06}"
"{'label': 'Negative', 'score': 0.9999783039093018}","{'label': 'Neutral', 'score': 1.60922445502365e-05}","{'label': 'Positive', 'score': 5.546934062294895e-06}"
"{'label': 'Positive', 'score': 0.999671459197998}","{'label': 'Neutral', 'score': 0.0003258633951190859}","{'label': 'Negative', 'score': 2.784820935630705e-06}"
"{'label': 'Negative', 'score': 0.9999988079071045}","{'label': 'Positive', 'score': 8.517893093085149e-07}","{'label': 'Neutral', 'score': 3.2542573080718284e-07}"
"{'label': 'Negative', 'score': 0.9999897480010986}","{'label': 'Neutral', 'score': 9.594348739483394e-06}","{'label': 'Positive', 'score': 6.413307005459501e-07}"
"{'label': 'Positive', 'score': 0.9998134970664978}","{'label': 'Neutral', 'score': 0.00018562054901849478}","{'label': 'Negative', 'score': 9.383235237692134e-07}"
"{'label': 'Positive', 'score': 0.7591702938079834}","{'label': 'Neutral', 'score': 0.23053409159183502}","{'label': 'Negative', 'score': 0.010295596905052662}"
"{'label': 'Positive', 'score': 0.6480728983879089}","{'label': 'Neutral', 'score': 0.3494116961956024}","{'label': 'Negative', 'score': 0.0025153798051178455}"
"{'label': 'Neutral', 'score': 0.9999992847442627}","{'label': 'Negative', 'score': 5.450226581160678e-07}","{'label': 'Positive', 'score': 1.2947855054790125e-07}"
"{'label': 'Positive', 'score': 0.8714969754219055}","{'label': 'Negative', 'score': 0.07362562417984009}","{'label': 'Neutral', 'score': 0.05487733706831932}"
"{'label': 'Negative', 'score': 0.9999644756317139}","{'label': 'Neutral', 'score': 3.466782800387591e-05}","{'label': 'Positive', 'score': 9.06925663457514e-07}"
"{'label': 'Neutral', 'score': 0.9999788999557495}","{'label': 'Positive', 'score': 1.182531013910193e-05}","{'label': 'Negative', 'score': 9.247051821148489e-06}"
"{'label': 'Neutral', 'score': 0.9999997615814209}","{'label': 'Negative', 'score': 2.935709346729709e-07}","{'label': 'Positive', 'score': 3.667745929192279e-08}"
"{'label': 'Negative', 'score': 0.9999598264694214}","{'label': 'Positive', 'score': 3.8811358535895124e-05}","{'label': 'Neutral', 'score': 1.3521596429200144e-06}"
"{'label': 'Neutral', 'score': 0.9991887211799622}","{'label': 'Positive', 'score': 0.0007881245110183954}","{'label': 'Negative', 'score': 2.310746094735805e-05}"
"{'label': 'Neutral', 'score': 0.9999997615814209}","{'label': 'Negative', 'score': 2.63285329538121e-07}","{'label': 'Positive', 'score': 4.513297469088684e-08}"
"{'label': 'Negative', 'score': 0.999992847442627}","{'label': 'Positive', 'score': 4.45723298980738e-06}","{'label': 'Neutral', 'score': 2.7344915451976703e-06}"
"{'label': 'Neutral', 'score': 0.9999387264251709}","{'label': 'Negative', 'score': 4.610202449839562e-05}","{'label': 'Positive', 'score': 1.5131135114643257e-05}"
"{'label': 'Neutral', 'score': 0.9999111890792847}","{'label': 'Positive', 'score': 8.609822543803602e-05}","{'label': 'Negative', 'score': 2.758803020697087e-06}"
"{'label': 'Neutral', 'score': 0.965555727481842}","{'label': 'Positive', 'score': 0.034383032470941544}","{'label': 'Negative', 'score': 6.125299842096865e-05}"
"{'label': 'Negative', 'score': 0.9984397292137146}","{'label': 'Neutral', 'score': 0.0013816591817885637}","{'label': 'Positive', 'score': 0.00017858106002677232}"
"{'label': 'Neutral', 'score': 0.9999557733535767}","{'label': 'Negative', 'score': 4.125304621993564e-05}","{'label': 'Positive', 'score': 2.9965342491777847e-06}"
"{'label': 'Positive', 'score': 0.6997188925743103}","{'label': 'Neutral', 'score': 0.29988014698028564}","{'label': 'Negative', 'score': 0.0004010068078059703}"
"{'label': 'Negative', 'score': 0.9988846182823181}","{'label': 'Positive', 'score': 0.001114360522478819}","{'label': 'Neutral', 'score': 1.0589503744995454e-06}"
"{'label': 'Positive', 'score': 0.9987021684646606}","{'label': 'Negative', 'score': 0.0009350759210065007}","{'label': 'Neutral', 'score': 0.00036271268618293107}"
"{'label': 'Positive', 'score': 0.999924898147583}","{'label': 'Neutral', 'score': 7.357502181548625e-05}","{'label': 'Negative', 'score': 1.582683353262837e-06}"
"{'label': 'Negative', 'score': 0.9975184202194214}","{'label': 'Positive', 'score': 0.00203330279327929}","{'label': 'Neutral', 'score': 0.00044828024692833424}"
"{'label': 'Negative', 'score': 0.9997668862342834}","{'label': 'Neutral', 'score': 0.0001289212377741933}","{'label': 'Positive', 'score': 0.00010423845378682017}"
"{'label': 'Neutral', 'score': 0.9999758005142212}","{'label': 'Negative', 'score': 2.3086835426511243e-05}","{'label': 'Positive', 'score': 1.089794750441797e-06}"
"{'label': 'Negative', 'score': 0.5996506810188293}","{'label': 'Positive', 'score': 0.3949109613895416}","{'label': 'Neutral', 'score': 0.005438340362161398}"
"{'label': 'Negative', 'score': 0.9999064207077026}","{'label': 'Neutral', 'score': 9.136597509495914e-05}","{'label': 'Positive', 'score': 2.2277490643318743e-06}"
"{'label': 'Positive', 'score': 0.9997090697288513}","{'label': 'Neutral', 'score': 0.00028839477454312146}","{'label': 'Negative', 'score': 2.5469562388025224e-06}"
"{'label': 'Neutral', 'score': 0.8075685501098633}","{'label': 'Negative', 'score': 0.19120794534683228}","{'label': 'Positive', 'score': 0.0012234729947522283}"
"{'label': 'Positive', 'score': 0.9999624490737915}","{'label': 'Neutral', 'score': 3.725573333213106e-05}","{'label': 'Negative', 'score': 1.9496039271871268e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.6445943152330074e-08}","{'label': 'Negative', 'score': 3.2610039113478706e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 7.061879081504685e-09}","{'label': 'Neutral', 'score': 2.5667328262812816e-09}"
"{'label': 'Neutral', 'score': 0.9999301433563232}","{'label': 'Negative', 'score': 6.936704448889941e-05}","{'label': 'Positive', 'score': 4.458162266018917e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.8376101468552406e-09}","{'label': 'Neutral', 'score': 1.5757301019547754e-09}"
"{'label': 'Positive', 'score': 0.9999871253967285}","{'label': 'Negative', 'score': 1.0266296158079058e-05}","{'label': 'Neutral', 'score': 2.5908539100782946e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.535845749524924e-08}","{'label': 'Neutral', 'score': 7.524804779279748e-09}"
"{'label': 'Negative', 'score': 0.9999994039535522}","{'label': 'Neutral', 'score': 4.551677932340681e-07}","{'label': 'Positive', 'score': 1.3489037087310862e-07}"
"{'label': 'Neutral', 'score': 0.99997878074646}","{'label': 'Negative', 'score': 1.3170338206691667e-05}","{'label': 'Positive', 'score': 8.06020852905931e-06}"
"{'label': 'Neutral', 'score': 0.9999994039535522}","{'label': 'Positive', 'score': 3.130506911475095e-07}","{'label': 'Negative', 'score': 2.7553744530450786e-07}"
"{'label': 'Negative', 'score': 0.9999996423721313}","{'label': 'Positive', 'score': 3.809552993061516e-07}","{'label': 'Neutral', 'score': 1.983958775042538e-08}"
"{'label': 'Neutral', 'score': 0.9999996423721313}","{'label': 'Negative', 'score': 3.112170929853164e-07}","{'label': 'Positive', 'score': 5.6740226739293576e-08}"
"{'label': 'Negative', 'score': 0.771769106388092}","{'label': 'Positive', 'score': 0.14329378306865692}","{'label': 'Neutral', 'score': 0.08493709564208984}"
"{'label': 'Negative', 'score': 0.9999985694885254}","{'label': 'Neutral', 'score': 1.4497934444079874e-06}","{'label': 'Positive', 'score': 4.0132022149919067e-08}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 1.6744263575674267e-07}","{'label': 'Negative', 'score': 1.1049328563217387e-08}"
"{'label': 'Neutral', 'score': 0.9999947547912598}","{'label': 'Positive', 'score': 5.0921357797051314e-06}","{'label': 'Negative', 'score': 1.541675374028273e-07}"
"{'label': 'Neutral', 'score': 0.9760717153549194}","{'label': 'Positive', 'score': 0.023921221494674683}","{'label': 'Negative', 'score': 7.0756573222752195e-06}"
"{'label': 'Negative', 'score': 0.9999994039535522}","{'label': 'Positive', 'score': 4.454650479601696e-07}","{'label': 'Neutral', 'score': 1.653195340622915e-07}"
"{'label': 'Neutral', 'score': 0.9999967813491821}","{'label': 'Positive', 'score': 2.7537814730749233e-06}","{'label': 'Negative', 'score': 4.758051375119976e-07}"
"{'label': 'Negative', 'score': 0.9998461008071899}","{'label': 'Neutral', 'score': 0.00015173753490671515}","{'label': 'Positive', 'score': 2.1183277567615733e-06}"
"{'label': 'Neutral', 'score': 0.9999983310699463}","{'label': 'Negative', 'score': 1.5560002566417097e-06}","{'label': 'Positive', 'score': 9.322647542830964e-08}"
"{'label': 'Positive', 'score': 0.9620057940483093}","{'label': 'Neutral', 'score': 0.03602316603064537}","{'label': 'Negative', 'score': 0.0019709542393684387}"
"{'label': 'Neutral', 'score': 0.9677785634994507}","{'label': 'Positive', 'score': 0.032204218208789825}","{'label': 'Negative', 'score': 1.7192163795698434e-05}"
"{'label': 'Neutral', 'score': 0.9999924898147583}","{'label': 'Positive', 'score': 4.49334220320452e-06}","{'label': 'Negative', 'score': 2.9899217679485446e-06}"
"{'label': 'Negative', 'score': 0.9999908208847046}","{'label': 'Neutral', 'score': 5.015340775571531e-06}","{'label': 'Positive', 'score': 4.118049673706992e-06}"
"{'label': 'Positive', 'score': 0.9998493194580078}","{'label': 'Neutral', 'score': 0.00014870880113448948}","{'label': 'Negative', 'score': 1.9661467831610935e-06}"
"{'label': 'Negative', 'score': 0.9999949932098389}","{'label': 'Neutral', 'score': 4.949099547957303e-06}","{'label': 'Positive', 'score': 3.4916631364012574e-08}"
"{'label': 'Neutral', 'score': 0.9979504942893982}","{'label': 'Negative', 'score': 0.001882677199319005}","{'label': 'Positive', 'score': 0.00016690384654793888}"
"{'label': 'Neutral', 'score': 0.9999938011169434}","{'label': 'Negative', 'score': 5.684329153154977e-06}","{'label': 'Positive', 'score': 4.37468571590216e-07}"
"{'label': 'Negative', 'score': 0.9999982118606567}","{'label': 'Neutral', 'score': 1.2850090342908516e-06}","{'label': 'Positive', 'score': 5.237439495431317e-07}"
"{'label': 'Negative', 'score': 0.9999945163726807}","{'label': 'Neutral', 'score': 2.9159348287066678e-06}","{'label': 'Positive', 'score': 2.602770337034599e-06}"
"{'label': 'Positive', 'score': 0.9862275719642639}","{'label': 'Negative', 'score': 0.009709957987070084}","{'label': 'Neutral', 'score': 0.0040624020621180534}"
"{'label': 'Neutral', 'score': 0.8290374279022217}","{'label': 'Positive', 'score': 0.170858696103096}","{'label': 'Negative', 'score': 0.00010386990470578894}"
"{'label': 'Negative', 'score': 0.9691378474235535}","{'label': 'Neutral', 'score': 0.029637711122632027}","{'label': 'Positive', 'score': 0.0012245132820680737}"
"{'label': 'Neutral', 'score': 0.9999489784240723}","{'label': 'Positive', 'score': 3.979502071160823e-05}","{'label': 'Negative', 'score': 1.1165277101099491e-05}"
"{'label': 'Neutral', 'score': 0.9999303817749023}","{'label': 'Negative', 'score': 3.571445995476097e-05}","{'label': 'Positive', 'score': 3.388944242033176e-05}"
"{'label': 'Neutral', 'score': 0.9983865022659302}","{'label': 'Positive', 'score': 0.0013799045700579882}","{'label': 'Negative', 'score': 0.00023365940432995558}"
"{'label': 'Neutral', 'score': 0.998489260673523}","{'label': 'Positive', 'score': 0.001425418653525412}","{'label': 'Negative', 'score': 8.534952939953655e-05}"
"{'label': 'Neutral', 'score': 0.8403218388557434}","{'label': 'Negative', 'score': 0.15966962277889252}","{'label': 'Positive', 'score': 8.50056494527962e-06}"
"{'label': 'Neutral', 'score': 0.9995673298835754}","{'label': 'Negative', 'score': 0.00043163454392924905}","{'label': 'Positive', 'score': 1.0825619938259479e-06}"
"{'label': 'Negative', 'score': 0.8849013447761536}","{'label': 'Neutral', 'score': 0.11497979611158371}","{'label': 'Positive', 'score': 0.00011883801926160231}"
"{'label': 'Neutral', 'score': 0.9999953508377075}","{'label': 'Negative', 'score': 3.001360710186418e-06}","{'label': 'Positive', 'score': 1.619266981833789e-06}"
"{'label': 'Negative', 'score': 0.9999982118606567}","{'label': 'Neutral', 'score': 1.2850090342908516e-06}","{'label': 'Positive', 'score': 5.237439495431317e-07}"
"{'label': 'Neutral', 'score': 0.999854564666748}","{'label': 'Negative', 'score': 0.0001450360578019172}","{'label': 'Positive', 'score': 3.7210028835943376e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.6254019241657147e-09}","{'label': 'Negative', 'score': 1.3546178623258243e-09}"
"{'label': 'Negative', 'score': 0.9999464750289917}","{'label': 'Neutral', 'score': 5.181942833587527e-05}","{'label': 'Positive', 'score': 1.6632419601592119e-06}"
"{'label': 'Negative', 'score': 0.9999986886978149}","{'label': 'Positive', 'score': 1.298226493418042e-06}","{'label': 'Neutral', 'score': 6.527939433453867e-08}"
"{'label': 'Positive', 'score': 0.9982419013977051}","{'label': 'Neutral', 'score': 0.0013768296921625733}","{'label': 'Negative', 'score': 0.00038132184999994934}"
"{'label': 'Neutral', 'score': 0.9998772144317627}","{'label': 'Positive', 'score': 0.00012175322626717389}","{'label': 'Negative', 'score': 1.0809404784595245e-06}"
"{'label': 'Neutral', 'score': 0.9999996423721313}","{'label': 'Negative', 'score': 2.1500999025647616e-07}","{'label': 'Positive', 'score': 1.0147832796292278e-07}"
"{'label': 'Neutral', 'score': 0.44337016344070435}","{'label': 'Positive', 'score': 0.3981607258319855}","{'label': 'Negative', 'score': 0.1584690809249878}"
"{'label': 'Negative', 'score': 0.9999982118606567}","{'label': 'Neutral', 'score': 1.4044908311916515e-06}","{'label': 'Positive', 'score': 3.7202775615696737e-07}"
"{'label': 'Negative', 'score': 0.9768062829971313}","{'label': 'Neutral', 'score': 0.023187199607491493}","{'label': 'Positive', 'score': 6.597853825951461e-06}"
"{'label': 'Negative', 'score': 0.9988603591918945}","{'label': 'Neutral', 'score': 0.0011363676749169827}","{'label': 'Positive', 'score': 3.3065859952330356e-06}"
"{'label': 'Positive', 'score': 0.9996482133865356}","{'label': 'Neutral', 'score': 0.0003180482308380306}","{'label': 'Negative', 'score': 3.37336678057909e-05}"
"{'label': 'Negative', 'score': 0.9855380058288574}","{'label': 'Positive', 'score': 0.013396471738815308}","{'label': 'Neutral', 'score': 0.0010654727229848504}"
"{'label': 'Negative', 'score': 0.9960567951202393}","{'label': 'Neutral', 'score': 0.003931833431124687}","{'label': 'Positive', 'score': 1.1430409358581528e-05}"
"{'label': 'Positive', 'score': 0.5826737284660339}","{'label': 'Neutral', 'score': 0.41721343994140625}","{'label': 'Negative', 'score': 0.00011283312051091343}"
"{'label': 'Neutral', 'score': 0.9999303817749023}","{'label': 'Negative', 'score': 3.571445995476097e-05}","{'label': 'Positive', 'score': 3.388944242033176e-05}"
"{'label': 'Negative', 'score': 0.9995284080505371}","{'label': 'Positive', 'score': 0.00027063090237788856}","{'label': 'Neutral', 'score': 0.00020096279331482947}"
"{'label': 'Neutral', 'score': 0.9997071623802185}","{'label': 'Positive', 'score': 0.00028694895445369184}","{'label': 'Negative', 'score': 5.800194230687339e-06}"
"{'label': 'Positive', 'score': 0.9999996423721313}","{'label': 'Neutral', 'score': 2.978003408315999e-07}","{'label': 'Negative', 'score': 6.188568590914656e-08}"
"{'label': 'Negative', 'score': 0.8100770711898804}","{'label': 'Neutral', 'score': 0.18987157940864563}","{'label': 'Positive', 'score': 5.134853199706413e-05}"
"{'label': 'Negative', 'score': 0.9996393918991089}","{'label': 'Neutral', 'score': 0.0003482208994682878}","{'label': 'Positive', 'score': 1.2359793799987528e-05}"
"{'label': 'Neutral', 'score': 0.6982212066650391}","{'label': 'Negative', 'score': 0.30172455310821533}","{'label': 'Positive', 'score': 5.428135409601964e-05}"
"{'label': 'Neutral', 'score': 0.9999202489852905}","{'label': 'Negative', 'score': 6.569930701516569e-05}","{'label': 'Positive', 'score': 1.4119737897999585e-05}"
"{'label': 'Neutral', 'score': 0.9994823932647705}","{'label': 'Negative', 'score': 0.0005003153346478939}","{'label': 'Positive', 'score': 1.731891097733751e-05}"
"{'label': 'Negative', 'score': 0.9999995231628418}","{'label': 'Positive', 'score': 4.007333700428717e-07}","{'label': 'Neutral', 'score': 9.91608430922497e-08}"
"{'label': 'Neutral', 'score': 0.9999668598175049}","{'label': 'Positive', 'score': 2.537895124987699e-05}","{'label': 'Negative', 'score': 7.713239938311744e-06}"
"{'label': 'Negative', 'score': 0.9990715980529785}","{'label': 'Neutral', 'score': 0.0006925079505890608}","{'label': 'Positive', 'score': 0.0002358712808927521}"
"{'label': 'Positive', 'score': 0.5309233665466309}","{'label': 'Negative', 'score': 0.41469186544418335}","{'label': 'Neutral', 'score': 0.054384745657444}"
"{'label': 'Neutral', 'score': 0.9084833264350891}","{'label': 'Negative', 'score': 0.09075954556465149}","{'label': 'Positive', 'score': 0.0007571346941404045}"
"{'label': 'Negative', 'score': 0.5023623704910278}","{'label': 'Neutral', 'score': 0.49691343307495117}","{'label': 'Positive', 'score': 0.000724141311366111}"
"{'label': 'Neutral', 'score': 0.9999785423278809}","{'label': 'Positive', 'score': 1.6077277905424125e-05}","{'label': 'Negative', 'score': 5.401476755650947e-06}"
"{'label': 'Positive', 'score': 0.9999951124191284}","{'label': 'Neutral', 'score': 4.747824277728796e-06}","{'label': 'Negative', 'score': 1.1131735533354004e-07}"
"{'label': 'Positive', 'score': 0.9980065226554871}","{'label': 'Neutral', 'score': 0.00198052148334682}","{'label': 'Negative', 'score': 1.2946626156917773e-05}"
"{'label': 'Negative', 'score': 0.9999738931655884}","{'label': 'Positive', 'score': 2.4408594981650822e-05}","{'label': 'Neutral', 'score': 1.6427406990260351e-06}"
"{'label': 'Neutral', 'score': 0.9999843835830688}","{'label': 'Positive', 'score': 1.2219581549288705e-05}","{'label': 'Negative', 'score': 3.3287951737293042e-06}"
"{'label': 'Negative', 'score': 0.9933246970176697}","{'label': 'Neutral', 'score': 0.006420169025659561}","{'label': 'Positive', 'score': 0.0002551201032474637}"
"{'label': 'Positive', 'score': 0.9998334646224976}","{'label': 'Neutral', 'score': 0.00013123988173902035}","{'label': 'Negative', 'score': 3.5233944799983874e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.251743407872709e-08}","{'label': 'Negative', 'score': 4.6065640191272905e-09}"
"{'label': 'Neutral', 'score': 0.999932050704956}","{'label': 'Negative', 'score': 6.657368794549257e-05}","{'label': 'Positive', 'score': 1.4420292018257896e-06}"
"{'label': 'Neutral', 'score': 0.9998763799667358}","{'label': 'Negative', 'score': 8.263337076641619e-05}","{'label': 'Positive', 'score': 4.095180338481441e-05}"
"{'label': 'Neutral', 'score': 0.9146311283111572}","{'label': 'Positive', 'score': 0.08320045471191406}","{'label': 'Negative', 'score': 0.00216846726834774}"
