0,1,2
"{'label': 'neutral', 'score': 0.9129891395568848}","{'label': 'positive', 'score': 0.07703615725040436}","{'label': 'negative', 'score': 0.009974750690162182}"
"{'label': 'neutral', 'score': 0.7221505045890808}","{'label': 'positive', 'score': 0.26870399713516235}","{'label': 'negative', 'score': 0.009145524352788925}"
"{'label': 'positive', 'score': 0.9576929807662964}","{'label': 'negative', 'score': 0.023046506568789482}","{'label': 'neutral', 'score': 0.019260475412011147}"
"{'label': 'neutral', 'score': 0.9024528861045837}","{'label': 'positive', 'score': 0.05657460540533066}","{'label': 'negative', 'score': 0.040972549468278885}"
"{'label': 'positive', 'score': 0.611603856086731}","{'label': 'negative', 'score': 0.32973113656044006}","{'label': 'neutral', 'score': 0.05866500362753868}"
"{'label': 'neutral', 'score': 0.7806521058082581}","{'label': 'positive', 'score': 0.1185896098613739}","{'label': 'negative', 'score': 0.10075823217630386}"
"{'label': 'positive', 'score': 0.9504425525665283}","{'label': 'neutral', 'score': 0.02763977088034153}","{'label': 'negative', 'score': 0.021917574107646942}"
"{'label': 'positive', 'score': 0.959602952003479}","{'label': 'negative', 'score': 0.021636731922626495}","{'label': 'neutral', 'score': 0.01876029744744301}"
"{'label': 'neutral', 'score': 0.9210994839668274}","{'label': 'positive', 'score': 0.06049622222781181}","{'label': 'negative', 'score': 0.01840423047542572}"
"{'label': 'neutral', 'score': 0.9287008047103882}","{'label': 'positive', 'score': 0.0570717416703701}","{'label': 'negative', 'score': 0.014227420091629028}"
"{'label': 'neutral', 'score': 0.6875203251838684}","{'label': 'positive', 'score': 0.27887484431266785}","{'label': 'negative', 'score': 0.03360481560230255}"
"{'label': 'negative', 'score': 0.9707731604576111}","{'label': 'neutral', 'score': 0.016611238941550255}","{'label': 'positive', 'score': 0.012615683488547802}"
"{'label': 'positive', 'score': 0.9565051794052124}","{'label': 'negative', 'score': 0.026080528274178505}","{'label': 'neutral', 'score': 0.01741427183151245}"
"{'label': 'positive', 'score': 0.9407937526702881}","{'label': 'neutral', 'score': 0.046790961176157}","{'label': 'negative', 'score': 0.012415244244039059}"
"{'label': 'positive', 'score': 0.6123612523078918}","{'label': 'neutral', 'score': 0.3803900480270386}","{'label': 'negative', 'score': 0.007248766720294952}"
"{'label': 'neutral', 'score': 0.8765213489532471}","{'label': 'positive', 'score': 0.07060075551271439}","{'label': 'negative', 'score': 0.052877943962812424}"
"{'label': 'positive', 'score': 0.49712786078453064}","{'label': 'negative', 'score': 0.2771797180175781}","{'label': 'neutral', 'score': 0.22569242119789124}"
"{'label': 'positive', 'score': 0.5029499530792236}","{'label': 'neutral', 'score': 0.48819494247436523}","{'label': 'negative', 'score': 0.00885514821857214}"
"{'label': 'positive', 'score': 0.951164722442627}","{'label': 'negative', 'score': 0.025456085801124573}","{'label': 'neutral', 'score': 0.023379186168313026}"
"{'label': 'positive', 'score': 0.4356005787849426}","{'label': 'negative', 'score': 0.42353782057762146}","{'label': 'neutral', 'score': 0.14086157083511353}"
"{'label': 'neutral', 'score': 0.9210994839668274}","{'label': 'positive', 'score': 0.06049622222781181}","{'label': 'negative', 'score': 0.01840423047542572}"
"{'label': 'negative', 'score': 0.9627535343170166}","{'label': 'positive', 'score': 0.01947982981801033}","{'label': 'neutral', 'score': 0.017766637727618217}"
"{'label': 'positive', 'score': 0.9601652026176453}","{'label': 'negative', 'score': 0.021119512617588043}","{'label': 'neutral', 'score': 0.018715329468250275}"
"{'label': 'negative', 'score': 0.5918924808502197}","{'label': 'neutral', 'score': 0.355254590511322}","{'label': 'positive', 'score': 0.05285291373729706}"
"{'label': 'neutral', 'score': 0.8777753114700317}","{'label': 'positive', 'score': 0.11395920068025589}","{'label': 'negative', 'score': 0.008265508338809013}"
"{'label': 'positive', 'score': 0.9229547381401062}","{'label': 'neutral', 'score': 0.06628923863172531}","{'label': 'negative', 'score': 0.010755989700555801}"
"{'label': 'negative', 'score': 0.9741706848144531}","{'label': 'neutral', 'score': 0.016480877995491028}","{'label': 'positive', 'score': 0.009348466992378235}"
"{'label': 'positive', 'score': 0.8882676959037781}","{'label': 'neutral', 'score': 0.07301811873912811}","{'label': 'negative', 'score': 0.03871425613760948}"
"{'label': 'positive', 'score': 0.8380287289619446}","{'label': 'neutral', 'score': 0.09963890165090561}","{'label': 'negative', 'score': 0.062332410365343094}"
"{'label': 'positive', 'score': 0.9144645929336548}","{'label': 'negative', 'score': 0.06509292870759964}","{'label': 'neutral', 'score': 0.02044249139726162}"
"{'label': 'positive', 'score': 0.9512302875518799}","{'label': 'negative', 'score': 0.02641245536506176}","{'label': 'neutral', 'score': 0.0223572738468647}"
"{'label': 'neutral', 'score': 0.9355201721191406}","{'label': 'positive', 'score': 0.03848249837756157}","{'label': 'negative', 'score': 0.02599736489355564}"
"{'label': 'neutral', 'score': 0.8876664638519287}","{'label': 'positive', 'score': 0.10203368216753006}","{'label': 'negative', 'score': 0.010299869813024998}"
"{'label': 'positive', 'score': 0.4806700050830841}","{'label': 'negative', 'score': 0.34339481592178345}","{'label': 'neutral', 'score': 0.17593520879745483}"
"{'label': 'neutral', 'score': 0.837956964969635}","{'label': 'positive', 'score': 0.12164553254842758}","{'label': 'negative', 'score': 0.04039754718542099}"
"{'label': 'positive', 'score': 0.9442751407623291}","{'label': 'negative', 'score': 0.03951534628868103}","{'label': 'neutral', 'score': 0.01620952971279621}"
"{'label': 'positive', 'score': 0.9555805921554565}","{'label': 'negative', 'score': 0.02656213566660881}","{'label': 'neutral', 'score': 0.017857341095805168}"
"{'label': 'negative', 'score': 0.5600517988204956}","{'label': 'positive', 'score': 0.2547224462032318}","{'label': 'neutral', 'score': 0.1852257400751114}"
"{'label': 'positive', 'score': 0.7481557726860046}","{'label': 'neutral', 'score': 0.24415886402130127}","{'label': 'negative', 'score': 0.007685387507081032}"
"{'label': 'positive', 'score': 0.9484362006187439}","{'label': 'neutral', 'score': 0.03816602751612663}","{'label': 'negative', 'score': 0.013397830538451672}"
"{'label': 'neutral', 'score': 0.7950974702835083}","{'label': 'positive', 'score': 0.16547860205173492}","{'label': 'negative', 'score': 0.03942396491765976}"
"{'label': 'neutral', 'score': 0.5674967169761658}","{'label': 'positive', 'score': 0.4254469871520996}","{'label': 'negative', 'score': 0.007056355942040682}"
"{'label': 'neutral', 'score': 0.9530993700027466}","{'label': 'positive', 'score': 0.030869517475366592}","{'label': 'negative', 'score': 0.016031041741371155}"
"{'label': 'neutral', 'score': 0.9361605644226074}","{'label': 'positive', 'score': 0.04892013594508171}","{'label': 'negative', 'score': 0.014919282868504524}"
"{'label': 'positive', 'score': 0.8657773733139038}","{'label': 'neutral', 'score': 0.1259724199771881}","{'label': 'negative', 'score': 0.008250239305198193}"
"{'label': 'positive', 'score': 0.9462050199508667}","{'label': 'neutral', 'score': 0.03621356561779976}","{'label': 'negative', 'score': 0.017581455409526825}"
"{'label': 'neutral', 'score': 0.6476560831069946}","{'label': 'negative', 'score': 0.3070700466632843}","{'label': 'positive', 'score': 0.04527387022972107}"
"{'label': 'negative', 'score': 0.9715700745582581}","{'label': 'neutral', 'score': 0.01751610077917576}","{'label': 'positive', 'score': 0.010913847014307976}"
"{'label': 'positive', 'score': 0.5863743424415588}","{'label': 'neutral', 'score': 0.3524823486804962}","{'label': 'negative', 'score': 0.061143312603235245}"
"{'label': 'positive', 'score': 0.512765645980835}","{'label': 'negative', 'score': 0.4651043713092804}","{'label': 'neutral', 'score': 0.022129949182271957}"
"{'label': 'positive', 'score': 0.6610879898071289}","{'label': 'negative', 'score': 0.31622129678726196}","{'label': 'neutral', 'score': 0.02269064262509346}"
"{'label': 'positive', 'score': 0.8921884298324585}","{'label': 'negative', 'score': 0.08797521144151688}","{'label': 'neutral', 'score': 0.01983635127544403}"
"{'label': 'positive', 'score': 0.9101125001907349}","{'label': 'negative', 'score': 0.06974954158067703}","{'label': 'neutral', 'score': 0.020137986168265343}"
"{'label': 'positive', 'score': 0.7486861348152161}","{'label': 'negative', 'score': 0.21626117825508118}","{'label': 'neutral', 'score': 0.035052716732025146}"
"{'label': 'negative', 'score': 0.9520017504692078}","{'label': 'neutral', 'score': 0.03449548780918121}","{'label': 'positive', 'score': 0.013502693735063076}"
"{'label': 'positive', 'score': 0.7739318609237671}","{'label': 'negative', 'score': 0.1995922327041626}","{'label': 'neutral', 'score': 0.026475878432393074}"
"{'label': 'neutral', 'score': 0.9210994839668274}","{'label': 'positive', 'score': 0.06049622222781181}","{'label': 'negative', 'score': 0.01840423047542572}"
"{'label': 'positive', 'score': 0.9518831968307495}","{'label': 'neutral', 'score': 0.03068748489022255}","{'label': 'negative', 'score': 0.017429238185286522}"
"{'label': 'positive', 'score': 0.8767049312591553}","{'label': 'neutral', 'score': 0.1012355238199234}","{'label': 'negative', 'score': 0.022059567272663116}"
"{'label': 'positive', 'score': 0.9266883134841919}","{'label': 'neutral', 'score': 0.05788968876004219}","{'label': 'negative', 'score': 0.015421873889863491}"
"{'label': 'positive', 'score': 0.9482895135879517}","{'label': 'neutral', 'score': 0.04012897610664368}","{'label': 'negative', 'score': 0.011581470258533955}"
"{'label': 'positive', 'score': 0.6356930732727051}","{'label': 'neutral', 'score': 0.35646840929985046}","{'label': 'negative', 'score': 0.007838591933250427}"
"{'label': 'positive', 'score': 0.43496575951576233}","{'label': 'negative', 'score': 0.40058961510658264}","{'label': 'neutral', 'score': 0.16444464027881622}"
"{'label': 'positive', 'score': 0.9522875547409058}","{'label': 'negative', 'score': 0.030202355235815048}","{'label': 'neutral', 'score': 0.01750997081398964}"
"{'label': 'neutral', 'score': 0.9112090468406677}","{'label': 'positive', 'score': 0.05406787991523743}","{'label': 'negative', 'score': 0.03472307696938515}"
"{'label': 'neutral', 'score': 0.9512398838996887}","{'label': 'positive', 'score': 0.028659984469413757}","{'label': 'negative', 'score': 0.02010006457567215}"
"{'label': 'positive', 'score': 0.881371021270752}","{'label': 'negative', 'score': 0.09820806235074997}","{'label': 'neutral', 'score': 0.020420899614691734}"
"{'label': 'positive', 'score': 0.9083160758018494}","{'label': 'negative', 'score': 0.07191314548254013}","{'label': 'neutral', 'score': 0.019770845770835876}"
"{'label': 'neutral', 'score': 0.9325718879699707}","{'label': 'positive', 'score': 0.036972299218177795}","{'label': 'negative', 'score': 0.030455876141786575}"
"{'label': 'positive', 'score': 0.7350859045982361}","{'label': 'neutral', 'score': 0.2512952387332916}","{'label': 'negative', 'score': 0.01361881010234356}"
"{'label': 'negative', 'score': 0.8794869184494019}","{'label': 'neutral', 'score': 0.07727470993995667}","{'label': 'positive', 'score': 0.043238308280706406}"
"{'label': 'positive', 'score': 0.8428288102149963}","{'label': 'negative', 'score': 0.137134850025177}","{'label': 'neutral', 'score': 0.02003633975982666}"
"{'label': 'positive', 'score': 0.5094157457351685}","{'label': 'negative', 'score': 0.4692438542842865}","{'label': 'neutral', 'score': 0.021340426057577133}"
"{'label': 'neutral', 'score': 0.8747908473014832}","{'label': 'positive', 'score': 0.1092190220952034}","{'label': 'negative', 'score': 0.015990130603313446}"
"{'label': 'neutral', 'score': 0.946446418762207}","{'label': 'positive', 'score': 0.03230239450931549}","{'label': 'negative', 'score': 0.021251220256090164}"
"{'label': 'neutral', 'score': 0.9181171655654907}","{'label': 'positive', 'score': 0.07117553055286407}","{'label': 'negative', 'score': 0.01070726290345192}"
"{'label': 'negative', 'score': 0.8758490681648254}","{'label': 'neutral', 'score': 0.09948448091745377}","{'label': 'positive', 'score': 0.024666517972946167}"
"{'label': 'neutral', 'score': 0.8862282633781433}","{'label': 'negative', 'score': 0.06704658269882202}","{'label': 'positive', 'score': 0.04672510549426079}"
"{'label': 'positive', 'score': 0.6129699945449829}","{'label': 'negative', 'score': 0.3641763925552368}","{'label': 'neutral', 'score': 0.02285352535545826}"
"{'label': 'positive', 'score': 0.9010514616966248}","{'label': 'negative', 'score': 0.07898406684398651}","{'label': 'neutral', 'score': 0.01996445283293724}"
"{'label': 'neutral', 'score': 0.84482741355896}","{'label': 'negative', 'score': 0.09618593752384186}","{'label': 'positive', 'score': 0.058986637741327286}"
"{'label': 'neutral', 'score': 0.48424941301345825}","{'label': 'positive', 'score': 0.4814601242542267}","{'label': 'negative', 'score': 0.03429054096341133}"
"{'label': 'positive', 'score': 0.9222490787506104}","{'label': 'neutral', 'score': 0.06501363217830658}","{'label': 'negative', 'score': 0.012737266719341278}"
"{'label': 'neutral', 'score': 0.8014474511146545}","{'label': 'positive', 'score': 0.1880204677581787}","{'label': 'negative', 'score': 0.01053209975361824}"
"{'label': 'positive', 'score': 0.8786986470222473}","{'label': 'neutral', 'score': 0.11273085325956345}","{'label': 'negative', 'score': 0.008570585399866104}"
"{'label': 'negative', 'score': 0.7797939777374268}","{'label': 'positive', 'score': 0.18455664813518524}","{'label': 'neutral', 'score': 0.03564939275383949}"
"{'label': 'positive', 'score': 0.5848982334136963}","{'label': 'neutral', 'score': 0.38555607199668884}","{'label': 'negative', 'score': 0.029545651748776436}"
"{'label': 'positive', 'score': 0.6368764042854309}","{'label': 'negative', 'score': 0.2716447412967682}","{'label': 'neutral', 'score': 0.09147892147302628}"
"{'label': 'positive', 'score': 0.9523566961288452}","{'label': 'negative', 'score': 0.026876380667090416}","{'label': 'neutral', 'score': 0.02076699025928974}"
"{'label': 'positive', 'score': 0.832268238067627}","{'label': 'negative', 'score': 0.14351920783519745}","{'label': 'neutral', 'score': 0.024212615564465523}"
"{'label': 'positive', 'score': 0.959520161151886}","{'label': 'negative', 'score': 0.02045886218547821}","{'label': 'neutral', 'score': 0.020020967349410057}"
"{'label': 'positive', 'score': 0.9549254179000854}","{'label': 'negative', 'score': 0.023483287543058395}","{'label': 'neutral', 'score': 0.021591275930404663}"
"{'label': 'neutral', 'score': 0.9053497910499573}","{'label': 'positive', 'score': 0.05979594588279724}","{'label': 'negative', 'score': 0.03485429659485817}"
"{'label': 'neutral', 'score': 0.9519739747047424}","{'label': 'negative', 'score': 0.028530143201351166}","{'label': 'positive', 'score': 0.019495848566293716}"
"{'label': 'neutral', 'score': 0.904233455657959}","{'label': 'positive', 'score': 0.08528115600347519}","{'label': 'negative', 'score': 0.010485460050404072}"
"{'label': 'positive', 'score': 0.9433203339576721}","{'label': 'negative', 'score': 0.03579825162887573}","{'label': 'neutral', 'score': 0.020881474018096924}"
"{'label': 'neutral', 'score': 0.929705798625946}","{'label': 'positive', 'score': 0.05885849520564079}","{'label': 'negative', 'score': 0.011435739696025848}"
"{'label': 'neutral', 'score': 0.8977248072624207}","{'label': 'positive', 'score': 0.07758378237485886}","{'label': 'negative', 'score': 0.0246913880109787}"
"{'label': 'positive', 'score': 0.8892741203308105}","{'label': 'neutral', 'score': 0.09351957589387894}","{'label': 'negative', 'score': 0.017206337302923203}"
"{'label': 'positive', 'score': 0.8137641549110413}","{'label': 'neutral', 'score': 0.1785207837820053}","{'label': 'negative', 'score': 0.007715059909969568}"
"{'label': 'neutral', 'score': 0.9135705232620239}","{'label': 'positive', 'score': 0.06691835075616837}","{'label': 'negative', 'score': 0.019511140882968903}"
"{'label': 'positive', 'score': 0.8622598648071289}","{'label': 'neutral', 'score': 0.08113811165094376}","{'label': 'negative', 'score': 0.056601982563734055}"
"{'label': 'neutral', 'score': 0.45413699746131897}","{'label': 'negative', 'score': 0.3055773675441742}","{'label': 'positive', 'score': 0.24028556048870087}"
"{'label': 'negative', 'score': 0.7447496056556702}","{'label': 'neutral', 'score': 0.23272638022899628}","{'label': 'positive', 'score': 0.022524042055010796}"
"{'label': 'positive', 'score': 0.7598609924316406}","{'label': 'neutral', 'score': 0.2325931042432785}","{'label': 'negative', 'score': 0.00754585349932313}"
"{'label': 'neutral', 'score': 0.9325718879699707}","{'label': 'positive', 'score': 0.036972299218177795}","{'label': 'negative', 'score': 0.030455876141786575}"
"{'label': 'positive', 'score': 0.9021142721176147}","{'label': 'neutral', 'score': 0.07468130439519882}","{'label': 'negative', 'score': 0.023204416036605835}"
"{'label': 'negative', 'score': 0.9686117768287659}","{'label': 'neutral', 'score': 0.01757798157632351}","{'label': 'positive', 'score': 0.013810300268232822}"
"{'label': 'neutral', 'score': 0.88570636510849}","{'label': 'positive', 'score': 0.09902691841125488}","{'label': 'negative', 'score': 0.015266766771674156}"
"{'label': 'neutral', 'score': 0.9314000606536865}","{'label': 'positive', 'score': 0.04963705688714981}","{'label': 'negative', 'score': 0.018962915986776352}"
"{'label': 'positive', 'score': 0.9208782911300659}","{'label': 'negative', 'score': 0.0496528223156929}","{'label': 'neutral', 'score': 0.029468901455402374}"
"{'label': 'neutral', 'score': 0.8784128427505493}","{'label': 'positive', 'score': 0.11170176416635513}","{'label': 'negative', 'score': 0.009885433129966259}"
"{'label': 'positive', 'score': 0.8978634476661682}","{'label': 'neutral', 'score': 0.09383462369441986}","{'label': 'negative', 'score': 0.008301922120153904}"
"{'label': 'positive', 'score': 0.8749832510948181}","{'label': 'negative', 'score': 0.10161261260509491}","{'label': 'neutral', 'score': 0.023404061794281006}"
"{'label': 'positive', 'score': 0.8904640078544617}","{'label': 'negative', 'score': 0.0894780158996582}","{'label': 'neutral', 'score': 0.02005797252058983}"
"{'label': 'negative', 'score': 0.48607710003852844}","{'label': 'neutral', 'score': 0.4296886622905731}","{'label': 'positive', 'score': 0.08423423022031784}"
"{'label': 'positive', 'score': 0.8761587738990784}","{'label': 'negative', 'score': 0.10382968932390213}","{'label': 'neutral', 'score': 0.020011501386761665}"
"{'label': 'negative', 'score': 0.9657505750656128}","{'label': 'neutral', 'score': 0.023793693631887436}","{'label': 'positive', 'score': 0.010455835610628128}"
"{'label': 'neutral', 'score': 0.9217751026153564}","{'label': 'positive', 'score': 0.057505495846271515}","{'label': 'negative', 'score': 0.020719431340694427}"
"{'label': 'neutral', 'score': 0.9177480340003967}","{'label': 'positive', 'score': 0.06769098341464996}","{'label': 'negative', 'score': 0.014560985378921032}"
"{'label': 'neutral', 'score': 0.9438577890396118}","{'label': 'negative', 'score': 0.029726067557930946}","{'label': 'positive', 'score': 0.026416072621941566}"
"{'label': 'positive', 'score': 0.8982326984405518}","{'label': 'neutral', 'score': 0.05501928925514221}","{'label': 'negative', 'score': 0.04674794152379036}"
"{'label': 'negative', 'score': 0.4864250421524048}","{'label': 'neutral', 'score': 0.4295758306980133}","{'label': 'positive', 'score': 0.0839991495013237}"
"{'label': 'positive', 'score': 0.9075127840042114}","{'label': 'negative', 'score': 0.07222338765859604}","{'label': 'neutral', 'score': 0.02026381716132164}"
"{'label': 'neutral', 'score': 0.564238965511322}","{'label': 'negative', 'score': 0.3491308391094208}","{'label': 'positive', 'score': 0.0866302028298378}"
"{'label': 'positive', 'score': 0.9085891246795654}","{'label': 'negative', 'score': 0.07098498195409775}","{'label': 'neutral', 'score': 0.020425919443368912}"
"{'label': 'neutral', 'score': 0.6411634683609009}","{'label': 'positive', 'score': 0.348887175321579}","{'label': 'negative', 'score': 0.009949354454874992}"
"{'label': 'negative', 'score': 0.48037537932395935}","{'label': 'neutral', 'score': 0.4141714572906494}","{'label': 'positive', 'score': 0.10545316338539124}"
"{'label': 'positive', 'score': 0.8929276466369629}","{'label': 'negative', 'score': 0.0873691514134407}","{'label': 'neutral', 'score': 0.019703274592757225}"
"{'label': 'neutral', 'score': 0.9391865730285645}","{'label': 'positive', 'score': 0.03636913001537323}","{'label': 'negative', 'score': 0.024444306269288063}"
"{'label': 'neutral', 'score': 0.9275630116462708}","{'label': 'positive', 'score': 0.05943487957119942}","{'label': 'negative', 'score': 0.01300210040062666}"
"{'label': 'positive', 'score': 0.8978634476661682}","{'label': 'neutral', 'score': 0.09383462369441986}","{'label': 'negative', 'score': 0.008301922120153904}"
"{'label': 'positive', 'score': 0.8978634476661682}","{'label': 'neutral', 'score': 0.09383462369441986}","{'label': 'negative', 'score': 0.008301922120153904}"
"{'label': 'positive', 'score': 0.8832278847694397}","{'label': 'negative', 'score': 0.09628787636756897}","{'label': 'neutral', 'score': 0.020484186708927155}"
"{'label': 'positive', 'score': 0.8562185168266296}","{'label': 'negative', 'score': 0.12450700253248215}","{'label': 'neutral', 'score': 0.01927458867430687}"
"{'label': 'positive', 'score': 0.8562185168266296}","{'label': 'negative', 'score': 0.12450700253248215}","{'label': 'neutral', 'score': 0.01927458867430687}"
"{'label': 'positive', 'score': 0.9163234829902649}","{'label': 'negative', 'score': 0.06379678100347519}","{'label': 'neutral', 'score': 0.019879812374711037}"
"{'label': 'negative', 'score': 0.5144816637039185}","{'label': 'positive', 'score': 0.4637940526008606}","{'label': 'neutral', 'score': 0.021724237129092216}"
"{'label': 'neutral', 'score': 0.5535797476768494}","{'label': 'negative', 'score': 0.3650182783603668}","{'label': 'positive', 'score': 0.08140193670988083}"
"{'label': 'neutral', 'score': 0.930101752281189}","{'label': 'positive', 'score': 0.054706186056137085}","{'label': 'negative', 'score': 0.015192058868706226}"
"{'label': 'neutral', 'score': 0.5511564016342163}","{'label': 'negative', 'score': 0.3676675856113434}","{'label': 'positive', 'score': 0.08117601275444031}"
"{'label': 'positive', 'score': 0.941765308380127}","{'label': 'neutral', 'score': 0.04705585166811943}","{'label': 'negative', 'score': 0.011178791522979736}"
"{'label': 'neutral', 'score': 0.9136219620704651}","{'label': 'positive', 'score': 0.05224910378456116}","{'label': 'negative', 'score': 0.034128911793231964}"
"{'label': 'neutral', 'score': 0.6344042420387268}","{'label': 'negative', 'score': 0.3182106018066406}","{'label': 'positive', 'score': 0.04738519340753555}"
"{'label': 'neutral', 'score': 0.9438577890396118}","{'label': 'negative', 'score': 0.029726067557930946}","{'label': 'positive', 'score': 0.026416072621941566}"
"{'label': 'positive', 'score': 0.9518759846687317}","{'label': 'negative', 'score': 0.032942041754722595}","{'label': 'neutral', 'score': 0.0151819484308362}"
"{'label': 'positive', 'score': 0.8815484642982483}","{'label': 'negative', 'score': 0.09868104755878448}","{'label': 'neutral', 'score': 0.019770421087741852}"
"{'label': 'positive', 'score': 0.8991969227790833}","{'label': 'negative', 'score': 0.0809267908334732}","{'label': 'neutral', 'score': 0.019876325502991676}"
"{'label': 'positive', 'score': 0.9549494385719299}","{'label': 'neutral', 'score': 0.02275707945227623}","{'label': 'negative', 'score': 0.022293519228696823}"
"{'label': 'neutral', 'score': 0.9502781629562378}","{'label': 'negative', 'score': 0.03102290816605091}","{'label': 'positive', 'score': 0.018698912113904953}"
"{'label': 'neutral', 'score': 0.8866131901741028}","{'label': 'positive', 'score': 0.10167539119720459}","{'label': 'negative', 'score': 0.01171144936233759}"
"{'label': 'neutral', 'score': 0.5501919388771057}","{'label': 'negative', 'score': 0.3682045340538025}","{'label': 'positive', 'score': 0.0816035345196724}"
"{'label': 'negative', 'score': 0.4569932222366333}","{'label': 'neutral', 'score': 0.4352054297924042}","{'label': 'positive', 'score': 0.1078013926744461}"
"{'label': 'negative', 'score': 0.46667957305908203}","{'label': 'neutral', 'score': 0.42696765065193176}","{'label': 'positive', 'score': 0.10635270178318024}"
"{'label': 'neutral', 'score': 0.9053267240524292}","{'label': 'positive', 'score': 0.0590958334505558}","{'label': 'negative', 'score': 0.035577431321144104}"
"{'label': 'negative', 'score': 0.9745683670043945}","{'label': 'neutral', 'score': 0.017233984544873238}","{'label': 'positive', 'score': 0.008197574876248837}"
"{'label': 'positive', 'score': 0.9020286202430725}","{'label': 'negative', 'score': 0.07924392074346542}","{'label': 'neutral', 'score': 0.018727509304881096}"
"{'label': 'neutral', 'score': 0.5556895136833191}","{'label': 'negative', 'score': 0.35711249709129333}","{'label': 'positive', 'score': 0.08719795942306519}"
"{'label': 'negative', 'score': 0.5527747869491577}","{'label': 'positive', 'score': 0.4277530908584595}","{'label': 'neutral', 'score': 0.019472133368253708}"
"{'label': 'positive', 'score': 0.8969910144805908}","{'label': 'neutral', 'score': 0.07890044152736664}","{'label': 'negative', 'score': 0.02410854957997799}"
"{'label': 'positive', 'score': 0.9564340710639954}","{'label': 'negative', 'score': 0.02271774411201477}","{'label': 'neutral', 'score': 0.02084815688431263}"
"{'label': 'neutral', 'score': 0.907398521900177}","{'label': 'positive', 'score': 0.0656222552061081}","{'label': 'negative', 'score': 0.026979267597198486}"
"{'label': 'neutral', 'score': 0.899021327495575}","{'label': 'positive', 'score': 0.07677697390317917}","{'label': 'negative', 'score': 0.024201687425374985}"
"{'label': 'neutral', 'score': 0.9438577890396118}","{'label': 'negative', 'score': 0.029726067557930946}","{'label': 'positive', 'score': 0.026416072621941566}"
"{'label': 'neutral', 'score': 0.9042354822158813}","{'label': 'positive', 'score': 0.08566280454397202}","{'label': 'negative', 'score': 0.010101722553372383}"
"{'label': 'negative', 'score': 0.7156435251235962}","{'label': 'neutral', 'score': 0.2393597960472107}","{'label': 'positive', 'score': 0.04499674215912819}"
"{'label': 'negative', 'score': 0.7102293372154236}","{'label': 'neutral', 'score': 0.24465912580490112}","{'label': 'positive', 'score': 0.045111555606126785}"
"{'label': 'neutral', 'score': 0.9248311519622803}","{'label': 'positive', 'score': 0.05558411777019501}","{'label': 'negative', 'score': 0.01958470232784748}"
"{'label': 'neutral', 'score': 0.930101752281189}","{'label': 'positive', 'score': 0.054706186056137085}","{'label': 'negative', 'score': 0.015192058868706226}"
"{'label': 'neutral', 'score': 0.8857497572898865}","{'label': 'positive', 'score': 0.057162754237651825}","{'label': 'negative', 'score': 0.05708754435181618}"
"{'label': 'positive', 'score': 0.9511865377426147}","{'label': 'neutral', 'score': 0.03624136745929718}","{'label': 'negative', 'score': 0.012572135776281357}"
"{'label': 'negative', 'score': 0.45661866664886475}","{'label': 'neutral', 'score': 0.4380403161048889}","{'label': 'positive', 'score': 0.10534106940031052}"
"{'label': 'neutral', 'score': 0.849154531955719}","{'label': 'positive', 'score': 0.13136714696884155}","{'label': 'negative', 'score': 0.019478384405374527}"
"{'label': 'neutral', 'score': 0.9291573166847229}","{'label': 'positive', 'score': 0.047884996980428696}","{'label': 'negative', 'score': 0.022957688197493553}"
"{'label': 'neutral', 'score': 0.8744217157363892}","{'label': 'negative', 'score': 0.06568058580160141}","{'label': 'positive', 'score': 0.05989774689078331}"
"{'label': 'neutral', 'score': 0.9298933744430542}","{'label': 'positive', 'score': 0.051315758377313614}","{'label': 'negative', 'score': 0.01879085972905159}"
"{'label': 'neutral', 'score': 0.9557813405990601}","{'label': 'positive', 'score': 0.025008130818605423}","{'label': 'negative', 'score': 0.019210534170269966}"
"{'label': 'negative', 'score': 0.9211866855621338}","{'label': 'neutral', 'score': 0.06643093377351761}","{'label': 'positive', 'score': 0.012382375076413155}"
"{'label': 'neutral', 'score': 0.9208781719207764}","{'label': 'positive', 'score': 0.06258467584848404}","{'label': 'negative', 'score': 0.016537176445126534}"
"{'label': 'negative', 'score': 0.4287092983722687}","{'label': 'positive', 'score': 0.3488047420978546}","{'label': 'neutral', 'score': 0.2224859893321991}"
"{'label': 'positive', 'score': 0.9539744257926941}","{'label': 'neutral', 'score': 0.031002802774310112}","{'label': 'negative', 'score': 0.015022744424641132}"
"{'label': 'neutral', 'score': 0.9438577890396118}","{'label': 'negative', 'score': 0.029726067557930946}","{'label': 'positive', 'score': 0.026416072621941566}"
"{'label': 'positive', 'score': 0.9277207851409912}","{'label': 'neutral', 'score': 0.06276185065507889}","{'label': 'negative', 'score': 0.00951740238815546}"
"{'label': 'negative', 'score': 0.5498389601707458}","{'label': 'positive', 'score': 0.39049288630485535}","{'label': 'neutral', 'score': 0.0596681609749794}"
"{'label': 'positive', 'score': 0.6659873127937317}","{'label': 'negative', 'score': 0.30893781781196594}","{'label': 'neutral', 'score': 0.02507481724023819}"
"{'label': 'neutral', 'score': 0.8866131901741028}","{'label': 'positive', 'score': 0.10167539119720459}","{'label': 'negative', 'score': 0.01171144936233759}"
